"","stno","east","north","t","y"
"14193",93,149577.311419117,232970.350637903,48,149.133096813031
"14493",93,149577.311419117,232970.350637903,49,95.8488457214185
"14793",93,149577.311419117,232970.350637903,50,52.9337972271565
"15093",93,149577.311419117,232970.350637903,51,42.3422038476451
"15393",93,149577.311419117,232970.350637903,52,89.7974844592149
"15693",93,149577.311419117,232970.350637903,53,60.3302484426512
"15993",93,149577.311419117,232970.350637903,54,150.916974084545
"16293",93,149577.311419117,232970.350637903,55,105.091558076285
"16593",93,149577.311419117,232970.350637903,56,72.3967138738545
"16893",93,149577.311419117,232970.350637903,57,81.6567773084502
"17193",93,149577.311419117,232970.350637903,58,93.1986132289445
"17493",93,149577.311419117,232970.350637903,59,124.799146500925
"17793",93,149577.311419117,232970.350637903,60,60.6874983960699
"18093",93,149577.311419117,232970.350637903,61,49.0451488327495
"18393",93,149577.311419117,232970.350637903,62,44.6311321858241
"18693",93,149577.311419117,232970.350637903,63,37.1370940075251
"18993",93,149577.311419117,232970.350637903,64,41.6500334755275
"19293",93,149577.311419117,232970.350637903,65,45.5310280769803
"19593",93,149577.311419117,232970.350637903,66,65.0419564351436
"19893",93,149577.311419117,232970.350637903,67,40.4870991417073
"20193",93,149577.311419117,232970.350637903,68,133.966211118372
"20493",93,149577.311419117,232970.350637903,69,125.787835508476
"20793",93,149577.311419117,232970.350637903,70,113.881173024497
"21093",93,149577.311419117,232970.350637903,71,134.922675407795
"21393",93,149577.311419117,232970.350637903,72,152.230797780881
"21693",93,149577.311419117,232970.350637903,73,132.644961042789
"21993",93,149577.311419117,232970.350637903,74,124.057726834083
"22293",93,149577.311419117,232970.350637903,75,75.9831677717613
"22593",93,149577.311419117,232970.350637903,76,31.8384920622483
"22893",93,149577.311419117,232970.350637903,77,32.1070682440627
"23193",93,149577.311419117,232970.350637903,78,103.976111611109
"23493",93,149577.311419117,232970.350637903,79,170.00874262211
"23793",93,149577.311419117,232970.350637903,80,151.088116750093
"24093",93,149577.311419117,232970.350637903,81,81.4753542865142
"24393",93,149577.311419117,232970.350637903,82,150.221691011659
"24693",93,149577.311419117,232970.350637903,83,92.3869888242696
"24993",93,149577.311419117,232970.350637903,84,82.2199437455889
"25293",93,149577.311419117,232970.350637903,85,182.442303899999
"25593",93,149577.311419117,232970.350637903,86,210.588990978491
"25893",93,149577.311419117,232970.350637903,87,173.249763561751
"26193",93,149577.311419117,232970.350637903,88,173.9641703364
"26493",93,149577.311419117,232970.350637903,89,98.8567861898496
"26793",93,149577.311419117,232970.350637903,90,96.7337007627487
"27093",93,149577.311419117,232970.350637903,91,70.9489020551143
"27393",93,149577.311419117,232970.350637903,92,153.274649627325
"27693",93,149577.311419117,232970.350637903,93,171.728812290215
"27993",93,149577.311419117,232970.350637903,94,296.777818922142
"28293",93,149577.311419117,232970.350637903,95,383.15636976569
"28593",93,149577.311419117,232970.350637903,96,231.274824594789
"28893",93,149577.311419117,232970.350637903,97,233.751132912649
"29193",93,149577.311419117,232970.350637903,98,241.295342150019
"29493",93,149577.311419117,232970.350637903,99,179.100334163125
"29793",93,149577.311419117,232970.350637903,100,127.030003293199
"30093",93,149577.311419117,232970.350637903,101,130.315488154794
"30393",93,149577.311419117,232970.350637903,102,156.836954324887
"30693",93,149577.311419117,232970.350637903,103,154.421238533512
"30993",93,149577.311419117,232970.350637903,104,177.973791059558
"31293",93,149577.311419117,232970.350637903,105,91.8510587234374
"31593",93,149577.311419117,232970.350637903,106,95.8615534639537
"31893",93,149577.311419117,232970.350637903,107,47.267275591121
"32193",93,149577.311419117,232970.350637903,108,50.6895596596277
"32493",93,149577.311419117,232970.350637903,109,37.9949324839028
"32793",93,149577.311419117,232970.350637903,110,55.9646996391717
"33093",93,149577.311419117,232970.350637903,111,20.302307659415
"33393",93,149577.311419117,232970.350637903,112,38.5860536480054
"33693",93,149577.311419117,232970.350637903,113,38.1662708537679
"33993",93,149577.311419117,232970.350637903,114,50.316467977889
"34293",93,149577.311419117,232970.350637903,115,117.098237869599
"34593",93,149577.311419117,232970.350637903,116,69.6066589086308
"34893",93,149577.311419117,232970.350637903,117,111.114420096941
"35193",93,149577.311419117,232970.350637903,118,137.414332194442
"35493",93,149577.311419117,232970.350637903,119,207.093252084524
"35793",93,149577.311419117,232970.350637903,120,251.830187537334
"94",94,146660.423579911,277299.522581187,1,251.414605781415
"394",94,146660.423579911,277299.522581187,2,227.524948023664
"694",94,146660.423579911,277299.522581187,3,205.846470931503
"994",94,146660.423579911,277299.522581187,4,93.3266992982223
"1294",94,146660.423579911,277299.522581187,5,38.669246424141
"1594",94,146660.423579911,277299.522581187,6,66.8143053676148
"1894",94,146660.423579911,277299.522581187,7,75.8892311878138
"2194",94,146660.423579911,277299.522581187,8,93.057509681413
"2494",94,146660.423579911,277299.522581187,9,35.5493122231367
"2794",94,146660.423579911,277299.522581187,10,22.936061264514
"3094",94,146660.423579911,277299.522581187,11,16.0816824726879
"3394",94,146660.423579911,277299.522581187,12,77.1065547600285
"3694",94,146660.423579911,277299.522581187,13,84.9459273662345
"3994",94,146660.423579911,277299.522581187,14,100.186949228179
"4294",94,146660.423579911,277299.522581187,15,37.664179730349
"4594",94,146660.423579911,277299.522581187,16,53.0348224664002
"4894",94,146660.423579911,277299.522581187,17,106.661100820367
"5194",94,146660.423579911,277299.522581187,18,177.447044660661
"5494",94,146660.423579911,277299.522581187,19,114.543336072601
"5794",94,146660.423579911,277299.522581187,20,134.952681329999
"6094",94,146660.423579911,277299.522581187,21,112.765706347744
"6394",94,146660.423579911,277299.522581187,22,84.7673135122828
"6694",94,146660.423579911,277299.522581187,23,85.3665732750325
"6994",94,146660.423579911,277299.522581187,24,72.3215539570885
"7294",94,146660.423579911,277299.522581187,25,50.6608055345898
"7594",94,146660.423579911,277299.522581187,26,84.2972700912567
"7894",94,146660.423579911,277299.522581187,27,73.2560644246974
"8194",94,146660.423579911,277299.522581187,28,133.532096075077
"8494",94,146660.423579911,277299.522581187,29,44.6858038915053
"8794",94,146660.423579911,277299.522581187,30,97.261620956525
"9094",94,146660.423579911,277299.522581187,31,26.9876289773074
"9394",94,146660.423579911,277299.522581187,32,15.1581936392424
"9694",94,146660.423579911,277299.522581187,33,45.9932821514914
"9994",94,146660.423579911,277299.522581187,34,58.6411151060931
"10294",94,146660.423579911,277299.522581187,35,78.5667238733767
"10594",94,146660.423579911,277299.522581187,36,134.15514934574
"10894",94,146660.423579911,277299.522581187,37,91.4952334237749
"11194",94,146660.423579911,277299.522581187,38,140.03031349033
"11494",94,146660.423579911,277299.522581187,39,108.142085584255
"11794",94,146660.423579911,277299.522581187,40,90.8026826152443
"12094",94,146660.423579911,277299.522581187,41,105.68774359976
"12394",94,146660.423579911,277299.522581187,42,101.874993505199
"12694",94,146660.423579911,277299.522581187,43,55.5985560050501
"12994",94,146660.423579911,277299.522581187,44,67.7277041787733
"13294",94,146660.423579911,277299.522581187,45,122.74436522081
"13594",94,146660.423579911,277299.522581187,46,208.331555519721
"13894",94,146660.423579911,277299.522581187,47,108.951331431759
"14194",94,146660.423579911,277299.522581187,48,144.512427693978
"14494",94,146660.423579911,277299.522581187,49,107.124808344495
"14794",94,146660.423579911,277299.522581187,50,56.1877600237991
"15094",94,146660.423579911,277299.522581187,51,62.2448987488216
"15394",94,146660.423579911,277299.522581187,52,117.690961918086
"15694",94,146660.423579911,277299.522581187,53,86.7651469605781
"15994",94,146660.423579911,277299.522581187,54,158.689366810283
"16294",94,146660.423579911,277299.522581187,55,124.011611304039
"16594",94,146660.423579911,277299.522581187,56,103.075453070997
"16894",94,146660.423579911,277299.522581187,57,101.619368435168
"17194",94,146660.423579911,277299.522581187,58,72.1164316038637
"17494",94,146660.423579911,277299.522581187,59,57.623896700904
"17794",94,146660.423579911,277299.522581187,60,44.8217518830133
"18094",94,146660.423579911,277299.522581187,61,40.979996272595
"18394",94,146660.423579911,277299.522581187,62,39.040301377708
"18694",94,146660.423579911,277299.522581187,63,38.9273289048408
"18994",94,146660.423579911,277299.522581187,64,68.4156786147195
"19294",94,146660.423579911,277299.522581187,65,100.915639328894
"19594",94,146660.423579911,277299.522581187,66,97.6520231468752
"19894",94,146660.423579911,277299.522581187,67,88.7855535638163
"20194",94,146660.423579911,277299.522581187,68,163.520978050386
"20494",94,146660.423579911,277299.522581187,69,130.55688232468
"20794",94,146660.423579911,277299.522581187,70,138.943632538273
"21094",94,146660.423579911,277299.522581187,71,141.507094538565
"21394",94,146660.423579911,277299.522581187,72,157.679354105575
"21694",94,146660.423579911,277299.522581187,73,148.599291079244
"21994",94,146660.423579911,277299.522581187,74,170.987633763272
"22294",94,146660.423579911,277299.522581187,75,118.926574162056
"22594",94,146660.423579911,277299.522581187,76,59.7338872242483
"22894",94,146660.423579911,277299.522581187,77,57.6216254998704
"23194",94,146660.423579911,277299.522581187,78,106.955101413677
"23494",94,146660.423579911,277299.522581187,79,196.166883932792
"23794",94,146660.423579911,277299.522581187,80,134.768286946994
"24094",94,146660.423579911,277299.522581187,81,100.355008202216
"24394",94,146660.423579911,277299.522581187,82,143.263542559222
"24694",94,146660.423579911,277299.522581187,83,91.8089872777247
"24994",94,146660.423579911,277299.522581187,84,85.5933561348521
"25294",94,146660.423579911,277299.522581187,85,146.427505660341
"25594",94,146660.423579911,277299.522581187,86,171.495356408985
"25894",94,146660.423579911,277299.522581187,87,133.863538452848
"26194",94,146660.423579911,277299.522581187,88,204.164160366562
"26494",94,146660.423579911,277299.522581187,89,114.02541076683
"26794",94,146660.423579911,277299.522581187,90,132.467430837836
"27094",94,146660.423579911,277299.522581187,91,138.961668859131
"27394",94,146660.423579911,277299.522581187,92,193.312967587336
"27694",94,146660.423579911,277299.522581187,93,175.31390497012
"27994",94,146660.423579911,277299.522581187,94,281.15165700424
"28294",94,146660.423579911,277299.522581187,95,303.903117769304
"28594",94,146660.423579911,277299.522581187,96,206.688826785979
"28894",94,146660.423579911,277299.522581187,97,246.094388444463
"29194",94,146660.423579911,277299.522581187,98,204.067107524715
"29494",94,146660.423579911,277299.522581187,99,194.833364670206
"29794",94,146660.423579911,277299.522581187,100,160.312751202731
"30094",94,146660.423579911,277299.522581187,101,176.234931504103
"30394",94,146660.423579911,277299.522581187,102,182.826987620732
"30694",94,146660.423579911,277299.522581187,103,167.119509487606
"30994",94,146660.423579911,277299.522581187,104,170.095812892573
"31294",94,146660.423579911,277299.522581187,105,109.741003285236
"31594",94,146660.423579911,277299.522581187,106,99.7787797295492
"31894",94,146660.423579911,277299.522581187,107,56.48179988871
"32194",94,146660.423579911,277299.522581187,108,41.0883944983048
"32494",94,146660.423579911,277299.522581187,109,24.3708873849089
"32794",94,146660.423579911,277299.522581187,110,45.1960525457692
"33094",94,146660.423579911,277299.522581187,111,33.6194381349462
"33394",94,146660.423579911,277299.522581187,112,61.0246770481557
"33694",94,146660.423579911,277299.522581187,113,65.71501773069
"33994",94,146660.423579911,277299.522581187,114,67.2440608994513
"34294",94,146660.423579911,277299.522581187,115,108.037285953964
"34594",94,146660.423579911,277299.522581187,116,54.2235235411022
"34894",94,146660.423579911,277299.522581187,117,129.464246731582
"35194",94,146660.423579911,277299.522581187,118,166.555687213227
"35494",94,146660.423579911,277299.522581187,119,208.318123442298
"35794",94,146660.423579911,277299.522581187,120,224.131637057081
"95",95,112675.064992824,103165.935432534,1,185.462918257724
"395",95,112675.064992824,103165.935432534,2,233.797208806615
"695",95,112675.064992824,103165.935432534,3,219.52535820042
"995",95,112675.064992824,103165.935432534,4,175.297843019079
"1295",95,112675.064992824,103165.935432534,5,56.4670550146553
"1595",95,112675.064992824,103165.935432534,6,128.683408501447
"1895",95,112675.064992824,103165.935432534,7,132.332750010933
"2195",95,112675.064992824,103165.935432534,8,135.608173602709
"2495",95,112675.064992824,103165.935432534,9,87.0607788335936
"2795",95,112675.064992824,103165.935432534,10,23.2870470016012
"3095",95,112675.064992824,103165.935432534,11,26.1040015408902
"3395",95,112675.064992824,103165.935432534,12,74.1131345360736
"3695",95,112675.064992824,103165.935432534,13,102.82370312702
"3995",95,112675.064992824,103165.935432534,14,125.987384182472
"4295",95,112675.064992824,103165.935432534,15,55.4164873895841
"4595",95,112675.064992824,103165.935432534,16,91.929657469998
"4895",95,112675.064992824,103165.935432534,17,170.826892788589
"5195",95,112675.064992824,103165.935432534,18,171.710926157163
"5495",95,112675.064992824,103165.935432534,19,126.332996451292
"5795",95,112675.064992824,103165.935432534,20,152.691308089582
"6095",95,112675.064992824,103165.935432534,21,70.6088576020706
"6395",95,112675.064992824,103165.935432534,22,44.0221721747476
"6695",95,112675.064992824,103165.935432534,23,41.5773358133386
"6995",95,112675.064992824,103165.935432534,24,32.7385076933264
"7295",95,112675.064992824,103165.935432534,25,41.9954176849254
"7595",95,112675.064992824,103165.935432534,26,84.8770937312651
"7895",95,112675.064992824,103165.935432534,27,81.191925085669
"8195",95,112675.064992824,103165.935432534,28,141.069706445993
"8495",95,112675.064992824,103165.935432534,29,100.504595229581
"8795",95,112675.064992824,103165.935432534,30,130.310984333418
"9095",95,112675.064992824,103165.935432534,31,59.8732406297923
"9395",95,112675.064992824,103165.935432534,32,28.505128978827
"9695",95,112675.064992824,103165.935432534,33,78.7863895549962
"9995",95,112675.064992824,103165.935432534,34,81.7970864858682
